,col1,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note,period,period_err,morph,RA,DEC,GLon,GLat,kmag,Teff,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
946,948,7259917,0.385,ev,,,,,,,,,,,,0.3846789,3e-07,0.7,283.2591,42.8456,72.5789,17.7901,12.132,-1.0,Gaia DR3 2104993158584870528,283.2591691243,42.84554083476,0.0,0.0,163.0,1636148068921376768,2104993158584870528,1713967335,0.0083,0.0102,2.3828,0.0099,240.0646,14.087,6.564,0.011,-12.464,0.013,-0.141,-0.1223,-0.1226,0.106,0.1294,0.0779,-0.2811,-0.1195,-0.1003,-0.1152,322,322,321,1,-3.5421,527.93,0.062,6.0665,31,True,1.584,,,,,,,,37,26,0.018648,40,0.006931,115.5,0,0,0.861,0,342,337274.22612,2188.85,154.087,11.867409,0.007566,38,191670.0,3865.62,49.5832,12.132157,0.022074,37,214148.0,4239.43,50.5135,11.42111,0.021824,1.203,0.0,0.0,0.0,0.0,0,0.711047,0.264749,0.446299,15.1,26.12,1.0,17.0,7.0,16.0,32.483,64.065,0.0,881.285,252.69,6000.0,4.0,-0.25,222.0,,,,11.187912,0.061896,10.0,,VARIABLE,0.0,0.0,0.999794,6106.3,6087.4,6134.1,4.2245,4.2209,4.2286,-0.2152,-0.2386,-0.1915,412.2679,410.5633,413.9194,0.0149,0.0036,0.0324,0.0127,0.0031,0.0277,0.0069,0.0016,0.015,MARCS,283.25912933613,42.8455962314,0.17013,0.21227,-0.1218,0.280807
947,949,7269493,1.908,sp,20.536,0.895,18.548,22.444,,,0.035,0.066,,,,1.9078056,2.6e-06,0.34,287.5712,42.8139,73.789,14.8489,12.852,5331.0,Gaia DR3 2102600488143944192,287.57117491279,42.81381263402,0.0,0.0,172.0,1636148068921376768,2102600488143944192,996688885,0.0218,0.0251,2.4701,0.0253,97.5447,22.998,1.129,0.029,-22.97,0.033,-0.0423,-0.0301,0.0606,-0.0815,0.0572,-0.0813,-0.2765,-0.1233,0.0211,-0.06,393,358,391,2,38.9549,4456.2,0.292,105.44,31,True,1.518,,,,,,,,45,28,0.046862,47,0.01361,11.86,0,0,2.69,0,379,138671.87969,27.9263,4965.64,12.832396,0.002764,44,69232.2,41.7952,1656.46,13.237772,0.002866,43,99122.2,37.6733,2631.1,12.257468,0.003802,1.214,0.0,0.0,0.0,0.0,0,0.980304,0.405376,0.574927,-4.49,1.24,2.0,21.0,6.0,18.0,18.729,,,826.448,,5250.0,4.5,0.0,222.0,,,,12.084977,0.030464,15.0,18.01927,NOT_AVAILABLE,0.0,0.0,0.999826,5602.3,5587.0,5614.8,4.3521,4.3437,4.3595,-0.0512,-0.0614,-0.0407,370.2833,365.7754,375.0823,0.223,0.2143,0.2307,0.1827,0.1756,0.1891,0.097,0.0932,0.1004,PHOENIX,287.57116806954,42.81391472278,0.46287,0.539522,-0.0518,0.321398
948,950,7270230,6.998,sp,8.071,1.607,,,,,,,,,,6.9980904,1.75e-05,0.07,287.8841,42.8324,73.9012,14.6458,15.877,5417.0,Gaia DR3 2102586091413278336,287.88407163544,42.83240497065,0.0,0.0,6.0,1636148068921376768,2102586091413278336,878980359,0.0234,0.0282,0.7992,0.0292,27.3974,4.31,-2.846,0.031,-3.237,0.033,0.0411,0.0132,-0.0273,-0.0777,0.1944,-0.1331,-0.2345,-0.3141,-0.0489,0.0383,359,0,359,0,1.5739,414.28,0.067,0.57662,31,False,1.51,,,,,,,,41,25,0.046969,43,0.01375,163.5,0,0,1.059,0,370,8730.14332,5.90959,1477.28,15.834813,0.002852,40,4272.47,16.4515,259.701,16.261845,0.005026,42,6356.14,13.7133,463.5,15.239912,0.004446,1.217,0.0,1.0,0.0,0.0,0,1.021933,0.427032,0.594901,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999947,5066.3,5059.9,5077.6,4.4261,4.3909,4.4487,-0.6448,-0.6735,-0.6163,1170.9945,1124.8157,1249.95,0.0061,0.0015,0.0147,0.0049,0.0012,0.0118,0.0026,0.0006,0.0063,PHOENIX,287.88408888144,42.83241935626,0.496251,0.536118,0.0484,0.076056
949,951,7272739,0.281,ev,,,,,,,,,,,,0.2811646,2e-07,0.77,288.8572,42.8125,74.1809,13.9852,12.961,5192.0,Gaia DR3 2102718445127237504,288.8572650341,42.81261763351,0.0,0.0,151.0,1636148068921376768,2102718445127237504,213111627,0.0098,0.011,2.833,0.0113,250.1024,20.971,16.138,0.013,13.393,0.014,-0.1777,-0.0847,0.0476,-0.0619,0.0862,-0.0702,-0.0792,-0.0119,-0.048,-0.1586,380,174,380,0,-0.5925,649.94,0.078,6.6496,31,False,1.509,,,,,,,,45,29,0.020283,48,0.008516,144.1,0,0,0.978,0,380,120817.11177,887.653,136.109,12.982046,0.008439,43,57217.2,1345.01,42.5405,13.444727,0.025674,45,88155.1,2188.82,40.2751,12.384777,0.027222,1.203,0.0,0.0,0.0,0.0,0,1.05995,0.462681,0.597269,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999968,4918.3,4906.3,4939.9,4.3124,4.3061,4.3204,-0.6389,-0.6761,-0.5974,350.2592,348.8825,351.6705,0.0266,0.014,0.0455,0.0212,0.0111,0.0364,0.0113,0.0059,0.0194,PHOENIX,288.85716726155,42.81255810967,0.205367,0.226508,-0.152,0.456983
950,952,7284688,0.646,sp,0.654,0.377,0.643,0.648,,,0.064,0.023,,,,0.6460432,5e-07,0.64,292.63,42.8293,75.4106,11.4915,11.234,-1.0,Gaia DR3 2125845710144254720,292.63000930543,42.82931487108,0.006,0.005,121.0,1636148068921376768,2125845710144254720,1056588594,5.8181,5.5752,,,,,,,,,-0.0821,,,,,,,,,,326,326,326,0,2982.2266,161080000.0,71.157,6357300.0,3,False,,,,,,,,,37,26,10.53962,47,0.3302,30.76,65,0,,0,330,318399.74762,4734.93,67.2449,11.929935,0.016379,36,233461.0,850.087,274.631,11.918008,0.004839,36,322784.0,1151.05,280.425,10.975616,0.005411,1.747,0.0,0.0,0.0,0.0,0,0.942391,-0.011928,0.954319,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999919,,,,,,,,,,,,,,,,,,,,,,,292.63000930543,42.82931487108,5.818124,5.575249,-0.0821,0.059144
951,953,7287391,4.286,sp,4.986,1.535,4.979,5.032,,,0.302,0.287,,,,4.2860997,1.1e-05,0.16,293.4636,42.8841,75.7407,10.9705,15.295,-1.0,Gaia DR3 2077820137456443904,293.46354216124,42.88410532382,0.0,0.0,108.0,1636148068921376768,2077820137456443904,1296395576,0.0244,0.0234,2.8799,0.0258,111.6212,18.468,-2.001,0.032,18.359,0.03,-0.0305,0.06,-0.3114,0.0562,0.1726,0.0274,-0.2828,-0.1596,-0.0312,-0.0911,351,0,350,1,7.7358,597.75,0.165,6.0092,31,False,1.383,,,,,,,,40,26,0.046495,44,0.0179,108.0,0,0,1.307,0,343,16712.64419,19.6519,850.433,15.129754,0.003037,42,5697.6,29.8627,190.793,15.949313,0.006338,42,16055.9,53.8298,298.271,14.23381,0.005247,1.302,0.0,0.0,0.0,1.0,0,1.715503,0.819559,0.895944,-56.11,8.9,2.0,17.0,4.0,16.0,3.0876,,,885.111,,3800.0,2.5,-0.5,111.0,,,,14.012739,0.153363,15.0,,NOT_AVAILABLE,0.0,0.0,0.996487,,,,,,,,,,,,,,,,,,,,,,,293.46355430144,42.88402372971,0.523489,0.49245,-0.0923,0.153076
952,954,7295570,3.604,sp,3.596,1.144,,,,,,,,,,3.60377,0.0003133,0.22,295.658,42.8012,76.4256,9.5071,14.492,5423.0,Gaia DR3 2077992593282900480,295.65797550921,42.8012345332,0.0,0.0,145.0,1636148068921376768,2077992593282900480,588173299,0.0134,0.0134,0.6383,0.0154,41.3369,1.723,-1.439,0.017,0.947,0.017,-0.0111,0.014,0.014,-0.0913,0.1543,-0.1084,-0.099,-0.1761,-0.0472,-0.053,387,0,386,1,-0.0198,386.81,0.0,0.0,31,False,1.505,,,,,,,,44,27,0.024248,47,0.007179,15.34,0,0,0.998,0,381,30815.8618,12.7175,2423.11,14.465431,0.002792,43,14897.5,24.5898,605.84,14.90576,0.003316,41,22746.6,28.6647,793.54,13.855606,0.004019,1.222,0.0,0.0,0.0,1.0,0,1.050154,0.440329,0.609825,-57.98,6.54,2.0,19.0,4.0,16.0,4.7129,,,915.922,,5500.0,4.0,-0.25,222.0,,,,13.639764,0.093504,17.0,,NOT_AVAILABLE,0.0,0.0,0.999961,5612.6,5571.7,5672.9,3.8103,3.7901,3.8252,-0.2903,-0.3298,-0.2239,1511.415,1476.8885,1532.6111,0.5229,0.4964,0.5624,0.4295,0.4073,0.4626,0.2316,0.2197,0.2494,MARCS,295.6579842283,42.80123032411,0.273167,0.274584,-0.043,0.137383
953,955,7296094,0.891,np,0.879,0.373,,,,,,,,,a,0.8907493,2.7e-06,0.48,295.7881,42.8464,76.5119,9.4446,18.59,-1.0,Gaia DR3 2077998090833327232,295.78785142298,42.84598544349,0.0,0.0,131.0,1636148068921376768,2077998090833327232,1568176018,0.2002,0.1993,0.1025,0.2317,0.4422,4.335,-3.213,0.299,-2.911,0.257,-0.0313,0.0291,0.1605,-0.111,0.1382,-0.1405,-0.1284,-0.1526,-0.2118,-0.0062,337,0,336,1,0.6423,362.59,0.0,0.0,31,False,1.39,,,,,,,,40,25,0.417362,45,0.00798,80.28,0,0,1.024,0,353,364.69229,1.28013,284.886,19.28255,0.004703,33,121.36,7.41581,16.365,20.128355,0.066404,34,345.441,7.35373,46.975,18.40196,0.02342,1.28,0.0,1.0,0.0,0.0,0,1.726395,0.845804,0.88059,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,295.787870899,42.84599838006,4.760959,4.144703,0.0052,1.634263
954,956,7336754,12.155,sp,13.915,1.094,13.247,14.272,,,0.064,0.145,,,,12.1552451,3.85e-05,0.16,281.4969,42.9061,72.1667,19.0224,13.964,5546.0,Gaia DR3 2104832462386636800,281.4969025722,42.90603824505,0.0,0.0,151.0,1636148068921376768,2104832462386636800,1581333456,0.0111,0.0115,0.7911,0.0121,65.5487,11.334,1.617,0.014,-11.219,0.015,-0.0464,-0.0543,-0.2104,0.0965,0.1068,0.0839,-0.2295,-0.0434,-0.0617,0.0185,366,0,365,1,1.39,401.65,0.0,0.0,31,False,1.533,,,,,,,,43,27,0.021344,46,0.01746,157.9,0,0,1.051,0,379,49780.56511,32.8416,1515.78,13.944717,0.002847,42,25556.3,53.3607,478.935,14.319798,0.003595,41,34633.0,59.1832,585.183,13.39917,0.00421,1.209,0.0,1.0,0.0,1.0,0,0.920628,0.37508,0.545547,-58.96,6.38,2.0,19.0,0.0,16.0,7.6694,,,853.69,,5500.0,4.5,-0.5,222.0,,,,13.205838,0.04504,20.0,,NOT_AVAILABLE,0.0,0.0,0.999899,5789.0,5753.1,5838.7,3.9983,3.9802,4.0185,-0.1052,-0.1464,-0.0597,1069.5176,1049.4622,1094.7653,0.3264,0.3037,0.356,0.2722,0.253,0.2972,0.1462,0.1359,0.1597,MARCS,281.49689276174,42.90608810507,0.230836,0.246822,0.0095,0.226836
955,957,7339123,0.347,ev,,,,,,,,,,,,0.3471032,2e-07,0.76,282.6419,42.9464,72.5106,18.2488,11.541,6138.0,Gaia DR3 2105159704536270464,282.64183942319,42.94630560312,0.0,0.0,134.0,1636148068921376768,2105159704536270464,569140861,0.1403,0.1398,1.3011,0.1545,8.4204,9.034,-7.462,0.203,-5.091,0.188,-0.1831,-0.2088,-0.1872,0.1199,0.2161,0.1247,-0.1847,0.1216,-0.1139,-0.2152,344,344,330,14,173.0871,200930.0,1.679,4424.0,95,False,,1.6151,0.0381,-0.014,0.017,0.001,-0.063,0.041,38,26,0.303593,41,0.02862,102.3,77,0,13.012,0,294,406405.55056,320.397,1268.44,11.664968,0.002885,39,275565.0,1156.61,238.252,11.737982,0.005343,39,302811.0,1399.18,216.42,11.044968,0.006281,1.423,0.0,2.0,0.0,1.0,0,0.693014,0.073014,0.62,-8.45,1.84,1.0,8.0,0.0,6.0,25.798,3.2117,0.000498,691.362,11.36,6250.0,4.0,-0.25,222.0,16.7699,9.8748,8.0,10.898761,0.018158,8.0,,NOT_AVAILABLE,0.0,0.0,0.999549,,,,,,,,,,,,,,,,,,,,,,,282.64188473303,42.94632822956,3.278768,3.036822,-0.2224,0.37444
956,958,7339345,0.26,ev,,,,,,,,,,,,0.2596643,1e-07,0.76,282.7368,42.9468,72.5365,18.1839,15.2,4877.0,Gaia DR3 2105164652332945408,282.73671731498,42.94674208415,0.0,0.0,26.0,1636148068921376768,2105164652332945408,1076071267,0.0425,0.0441,1.0527,0.0472,22.2878,11.095,-5.973,0.064,-9.349,0.057,0.0461,-0.1147,-0.2724,-0.0956,0.0947,-0.1111,-0.2575,0.2203,-0.1669,-0.0533,284,0,262,22,11.7214,649.44,0.378,22.558,31,True,1.478,,,,,,,,31,25,0.089937,37,0.07738,146.6,26,0,1.558,0,301,12254.40701,156.563,78.2716,15.466636,0.014142,37,5981.07,221.075,27.0545,15.896596,0.040228,36,10755.4,357.878,30.0533,14.668826,0.036324,1.366,0.0,37.0,0.0,36.0,0,1.22777,0.42996,0.79781,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999938,,,,,,,,,,,,,,,,,,,,,,,282.73675358292,42.94678363702,1.033343,0.924084,-0.0428,0.302151
957,959,7348206,0.401,ev,,,,,,,,,,,,0.4012047,3e-07,0.9,286.7782,42.9794,73.7099,15.448,14.806,6089.0,Gaia DR3 2105593049551318784,286.7780699713,42.97942904297,0.0,0.0,54.0,1636148068921376768,2105593049551318784,747255,0.315,0.2283,0.3373,0.105,3.2131,9.828,-1.282,0.324,-9.744,0.317,0.9592,-0.3969,0.7679,0.8338,-0.3453,0.7665,0.8187,-0.6471,-0.6071,0.9548,122,0,122,0,1.5898,148.1,0.199,1.2811,95,False,,1.5299,0.0243,-0.044,0.014,-0.011,-0.112,-0.09,14,10,0.703494,20,0.06012,66.05,0,100,1.103,0,94,4301.47083,7.10711,605.235,16.603325,0.003288,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,286.7780777574,42.97947235035,4.947597,4.883301,0.9488,0.357408
958,960,7353970,198.443,np,98.776,0.434,,,,,,,,,a,198.4434958,0.001923,0.0,289.0249,42.9359,74.3488,13.9238,13.76,5379.0,Gaia DR3 2102743493376627968,289.02495123984,42.93590324035,0.0,0.0,137.0,1636148068921376768,2102743493376627968,329275012,0.0107,0.0108,1.74,0.012,145.5322,7.579,7.273,0.015,-2.131,0.015,-0.0959,-0.039,-0.0701,-0.0248,0.0257,-0.0188,-0.134,0.0992,-0.1006,-0.1955,364,9,362,2,0.3336,367.6,0.0,0.0,31,False,1.519,,,,,,,,42,27,0.022786,45,0.01001,178.7,0,0,1.012,0,376,57831.77467,9.4523,6118.27,13.781951,0.002761,35,29010.9,37.2479,778.859,14.182139,0.003119,41,41826.5,131.097,319.051,13.194266,0.005086,1.225,2.0,8.0,0.0,14.0,0,0.987873,0.400188,0.587685,-21.36,2.92,2.0,16.0,4.0,14.0,8.1771,,,855.543,,5500.0,4.5,0.25,222.0,,,,12.963919,0.053466,12.0,,NOT_AVAILABLE,0.0,0.0,0.999739,5345.0,5339.3,5355.6,4.3998,4.3654,4.4048,-0.0516,-0.0623,-0.0382,567.4882,561.5293,605.698,0.0035,0.0007,0.0103,0.0028,0.0006,0.0084,0.0015,0.0003,0.0044,PHOENIX,289.02490708572,42.93591270978,0.237612,0.245885,-0.1916,0.135171
959,961,7357531,502.124,np,27.79,0.105,,,,,,,,,a,502.1244553,0.0073539,0.0,290.2024,42.9559,74.7368,13.1486,14.695,5503.0,Gaia DR3 2102019602408887808,290.20242525752,42.95584070005,0.0,0.0,169.0,1636148068921376768,2102019602408887808,102176378,0.014,0.0159,0.7601,0.0164,46.2935,3.109,2.247,0.019,2.148,0.019,-0.0525,-0.0244,-0.0963,-0.0108,0.1876,-0.0604,-0.3596,-0.2091,-0.1089,-0.0041,383,0,382,1,0.4613,400.63,0.005,0.0086767,31,False,1.524,,,,,,,,44,29,0.027116,47,0.01072,176.0,1,0,1.016,0,385,24767.0543,5.17097,4789.63,14.702681,0.002765,43,12613.0,26.869,469.428,15.086492,0.003624,45,17678.2,37.093,476.591,14.129301,0.004413,1.223,0.0,18.0,0.0,16.0,0,0.957191,0.383811,0.57338,-22.31,10.72,2.0,16.0,2.0,15.0,3.4426,,,815.632,,5750.0,4.0,0.25,222.0,,,,13.860745,0.154928,16.0,,NOT_AVAILABLE,0.0,0.0,0.999848,5397.8,5373.6,5457.9,4.2559,4.2314,4.31,-0.1312,-0.1569,-0.0703,1148.9208,1032.5231,1192.4681,0.1199,0.1021,0.1605,0.0985,0.0838,0.1319,0.0525,0.0447,0.0704,MARCS,290.20241161145,42.95583115149,0.302149,0.308874,-0.0006,0.217725
960,962,7362696,4.931,np,2.759,0.012,,,,,,,,,a,4.9313003,1.34e-05,0.12,291.7605,42.9239,75.2097,12.1049,15.535,5246.0,Gaia DR3 2125823651193239296,291.76053831159,42.92384910494,0.0,0.0,166.0,1636148068921376768,2125823651193239296,186835138,0.0222,0.0244,0.2926,0.0262,11.1545,3.039,-1.103,0.029,-2.832,0.029,-0.0499,-0.0213,-0.0002,-0.0527,0.1782,-0.0958,-0.1502,-0.2008,-0.0499,-0.0005,386,0,382,4,2.8359,479.53,0.141,3.3891,31,False,1.493,,,,,,,,45,29,0.040277,50,0.009467,135.9,0,0,1.104,0,382,11505.17743,3.09532,3716.95,15.535133,0.002771,49,5421.98,9.83127,551.504,16.003147,0.003415,47,8716.32,15.6143,558.227,14.897062,0.00425,1.229,0.0,6.0,0.0,3.0,0,1.106085,0.468014,0.638071,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999982,5238.9,5213.5,5263.4,4.0842,4.0756,4.092,-0.1528,-0.1784,-0.1271,1947.5422,1899.3145,1996.4366,0.3576,0.3391,0.3758,0.2884,0.2733,0.3033,0.1539,0.1459,0.1619,MARCS,291.76054500323,42.92386169064,0.458704,0.465498,0.0069,0.211121
961,963,7362751,0.338,ev,,,,,,,,,,,,0.338249,2e-07,0.74,291.7772,42.9512,75.2403,12.1059,15.774,5079.0,Gaia DR3 2125824166589336832,291.77715712152,42.95122121802,0.0,0.0,155.0,1636148068921376768,2125824166589336832,158648686,0.0243,0.0263,0.0822,0.0281,2.9228,4.248,-3.06,0.031,-2.947,0.031,-0.0982,-0.0654,0.0311,-0.0519,0.155,-0.0915,-0.1312,-0.1676,-0.0455,-0.0365,381,0,381,0,2.3563,462.88,0.12,1.9311,31,False,1.484,,,,,,,,45,28,0.043905,49,0.005486,119.3,0,0,1.086,0,386,8891.44404,3.47839,2556.19,15.814936,0.002788,45,4241.0,15.948,265.926,16.26987,0.004945,47,7083.54,16.8486,420.422,15.12227,0.004577,1.274,0.0,20.0,0.0,21.0,0,1.147601,0.454935,0.692666,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999954,5254.1,5234.7,5276.8,3.6089,3.5703,3.6497,-0.5502,-0.5808,-0.5267,2760.743,2651.5806,2874.0933,0.4669,0.4525,0.4834,0.3755,0.3637,0.3891,0.2016,0.1953,0.209,PHOENIX,291.77717570048,42.95123431526,0.502095,0.492795,-0.029,0.139313
962,964,7362852,7.037,sp,7.213,0.909,7.143,7.384,,,0.1,0.053,,,,7.0367139,1.76e-05,0.31,291.8096,42.9816,75.2789,12.0979,15.168,5961.0,Gaia DR3 2125824269668584960,291.8096253611,42.98155642607,0.0,0.0,168.0,1636148068921376768,2125824269668584960,1258020304,0.0164,0.0195,0.3797,0.0195,19.4801,9.086,-1.708,0.021,-8.924,0.024,-0.0782,-0.0219,-0.043,0.0098,-0.0144,-0.0044,-0.3837,-0.2334,0.051,-0.0366,388,0,386,2,0.0233,396.95,0.0,2.0592e-15,31,False,1.546,,,,,,,,45,29,0.034117,49,0.04069,139.9,0,0,1.0,0,332,16868.49907,6.52192,2586.43,15.119676,0.002787,34,8916.29,19.3842,459.976,15.463081,0.003655,36,11337.5,18.9883,597.075,14.611606,0.004194,1.201,0.0,0.0,0.0,1.0,0,0.851476,0.343406,0.50807,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999937,5989.6,5976.6,6004.1,3.7931,3.7885,3.798,0.2003,0.1998,0.2014,3099.7407,3077.8682,3120.0537,0.2892,0.281,0.2988,0.2436,0.2365,0.2518,0.1302,0.1264,0.1346,MARCS,291.80963573578,42.98159608899,0.343327,0.388578,-0.0362,0.176191
963,965,7365447,2.525,ev,,,,,,,,,,,,2.5253879,7.23e-05,0.38,292.6215,42.922,75.4924,11.5384,14.34,6596.0,Gaia DR3 2125859557118590848,292.62148406776,42.92189286309,0.0,0.0,127.0,1636148068921376768,2125859557118590848,1718675197,0.0246,0.0233,0.3511,0.0261,13.4511,3.632,-1.561,0.036,-3.28,0.031,-0.1898,0.0198,0.1902,-0.1584,0.026,-0.1466,-0.0352,0.0356,-0.1651,-0.2851,369,0,363,6,24.0792,1503.8,0.255,31.344,31,False,1.594,,,,,,,,43,27,0.053454,46,0.01085,84.03,39,0,2.023,0,335,35177.78723,21.2831,1652.85,14.321695,0.002833,40,20882.0,35.7996,583.304,14.53911,0.003354,40,22590.1,53.2362,424.337,13.8631,0.004564,1.236,0.0,40.0,0.0,40.0,0,0.67601,0.217415,0.458595,29.47,10.91,2.0,23.0,2.0,18.0,5.1695,,,855.617,,6500.0,4.5,-0.25,222.0,,,,13.628542,0.071898,21.0,,NOT_AVAILABLE,0.0,0.0,0.999918,6540.0,6481.0,6593.3,3.7464,3.7252,3.777,-0.8377,-0.8988,-0.7279,2333.1035,2293.2678,2370.8167,0.2472,0.215,0.2725,0.2154,0.1872,0.2378,0.1169,0.1017,0.129,MARCS,292.62149354048,42.92190744029,0.566147,0.500008,-0.273,0.39114
964,966,7366145,0.864,ev,,,,,,,,,,,,0.8643608,8e-07,0.9,292.8334,42.9315,75.5718,11.4039,13.784,6428.0,Gaia DR3 2125850142550354816,292.8333652798,42.93148557737,0.0,0.0,142.0,1636148068921376768,2125850142550354816,696439136,0.0112,0.0116,0.7359,0.0125,58.9509,7.384,-1.5,0.015,-7.23,0.016,-0.1379,-0.02,-0.0824,-0.135,0.1391,-0.1359,-0.1627,-0.1035,-0.0364,-0.1312,322,0,322,0,-0.7675,299.74,0.0,0.0,31,False,1.588,,,,,,,,37,27,0.022755,40,0.007516,82.85,0,0,0.969,0,321,59499.44292,34.2509,1737.16,13.751084,0.002825,37,33713.5,59.4282,567.298,14.019033,0.003383,35,37026.6,44.3556,834.768,13.32661,0.003997,1.189,0.0,0.0,0.0,0.0,0,0.692424,0.267949,0.424475,23.79,12.25,2.0,16.0,4.0,16.0,6.504,,,855.617,,6500.0,4.5,-0.5,222.0,,,,13.210588,0.071814,13.0,,VARIABLE,0.0,0.0,0.999881,6427.0,6412.7,6441.6,4.0831,4.0728,4.0937,-0.2753,-0.2891,-0.2613,1292.0519,1270.988,1312.587,0.2158,0.2075,0.2244,0.1867,0.1796,0.1943,0.1009,0.097,0.105,MARCS,292.83337438471,42.93151771261,0.233365,0.257277,-0.1172,0.10431
965,967,7367833,0.286,ev,,,,,,,,,,,,0.2861988,2e-07,0.77,293.3349,42.9219,75.7316,11.0716,15.342,5799.0,Gaia DR3 2077831480470491904,293.33490932121,42.92190755194,0.0,0.0,137.0,1636148068921376768,2077831480470491904,811339154,0.0816,0.0825,0.5418,0.091,5.9535,0.167,-0.164,0.111,-0.029,0.11,-0.148,-0.1248,-0.1234,0.1048,0.1186,0.0873,-0.2466,-0.0855,-0.0955,-0.1571,358,0,358,0,57.779,5410.1,1.019,187.16,31,False,1.53,,,,,,,,41,26,0.166563,43,0.01364,167.9,0,0,3.833,0,362,12891.26503,50.0709,257.46,15.411628,0.005037,43,6579.38,76.5984,85.8945,15.79308,0.012945,43,9074.22,109.829,82.621,14.853373,0.013674,1.214,0.0,3.0,0.0,2.0,0,0.939708,0.381453,0.558255,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999984,5262.2,5251.6,5281.0,4.4021,4.3835,4.4247,-0.7992,-0.8331,-0.7646,1080.2292,1039.7351,1115.8921,0.0103,0.0027,0.0244,0.0085,0.0022,0.02,0.0046,0.0012,0.0108,MARCS,293.33491031961,42.92190768117,1.791959,1.785615,-0.1632,0.03236
966,968,7368103,2.183,ev,,,,,,,,,,,,2.1825147,3.3e-06,0.54,293.4154,42.9173,75.7546,11.0169,13.419,7838.0,Gaia DR3 2077821035110081536,293.41537085767,42.91722023629,0.0,0.0,145.0,1636148068921376768,2077821035110081536,684612987,0.0097,0.0102,0.4236,0.0108,39.3859,7.117,-0.762,0.014,-7.076,0.013,-0.1612,-0.0228,-0.1771,0.0764,0.1697,0.0571,-0.3394,-0.1078,-0.0799,-0.1634,400,0,398,2,2.2924,508.05,0.042,1.5566,31,False,1.648,,,,,,,,45,26,0.020442,48,0.0113,130.2,0,0,1.082,0,375,91542.20775,45.8883,1994.89,13.283314,0.002809,45,57789.3,79.4838,727.058,13.433924,0.003165,44,49067.4,87.4766,560.921,13.020913,0.004246,1.167,0.0,0.0,0.0,0.0,0,0.413011,0.15061,0.262401,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999942,9158.1,9138.6,9177.5,4.1095,4.089,4.1215,0.2764,0.2417,0.3053,2095.7427,2051.9033,2139.4963,0.7783,0.7736,0.7826,0.7228,0.7182,0.727,0.3854,0.3829,0.3877,A,293.41537548486,42.91725168516,0.218553,0.219026,-0.1655,0.301349
