,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note
2102,11408935,15.995,sp,15.182,0.741,15.307,16.05,,,0.107,0.044,,,
2103,11409698,10.268,np,92.83,0.2,,,,,,,,,a
2104,11413213,0.237,ev,,,,,,,,,,,
2105,11442348,0.313,ev,,,,,,,,,,,
2106,11442465,33.934,np,33.838,0.004,,,,,,,,,a
2107,11442793,842.4,np,14.242,0.06,,,,,,,,,a
2108,11444780,0.287,ev,,,,,,,,,,,
2109,11449844,38.479,sp,11.034,1.344,10.932,11.417,,,0.055,0.069,,,
2110,11455484,6.143,sp,5.967,0.756,5.958,6.074,,,0.204,0.102,,,
2111,11455795,1.057,sp,1.063,1.305,,,,,,,,,
2112,11457191,2.298,sp,2.289,1.267,2.252,2.309,,,0.048,0.042,,,
2113,11463211,1.506,np,16.183,0.587,,,,,,,,,a
2114,11465813,670.7,np,27.851,0.163,,,,,,,,,a
2115,11495766,8.34,np,119.27,0.273,,,,,,,,,a
2116,11495781,0.508,ev,,,,,,,,,,,
2117,11496078,0.3,ev,,,,,,,,,,,
2118,11498689,0.306,ev,,,,,,,,,,,
2119,11499263,46.698,np,46.956,0.004,,,,,,,,,a
2120,11499757,12.314,np,40.479,0.088,,,,,,,,,a
2121,11502172,25.432,np,91.175,0.185,,,,,,,,,a
2122,11502581,0.334,ev,,,,,,,,,,,
2123,11506235,20.413,sp,10.196,1.237,10.135,10.382,,,0.126,0.138,,,
2124,11509282,0.634,ev,,,,,,,,,,,
2125,11515292,3.419,ev,,,,,,,,,,,
2126,11517719,2.496,sp,2.472,1.48,2.469,2.48,,,0.428,0.16,,,
2127,11519134,58.585,sp,5.517,1.468,5.526,5.691,,,0.173,0.059,,,
2128,11519226,22.161,sp,5.313,0.906,5.302,5.336,,,0.098,0.092,0.06,0.06,
2129,11521048,25.703,sp,7.254,1.222,,,,,,,,,
2130,11546211,2.194,sp,2.186,1.382,,,,,,,,,
2131,11547869,10.727,sp,9.747,0.8,,,,,,,,,
2132,11548140,2.757,sp,1.369,0.992,1.377,1.379,,,0.42,0.427,,,
2133,11558882,73.921,np,74.072,0.672,,,,,,,,,a
2134,11560037,1.467,sp,20.413,0.649,16.55,18.548,19.896,27.652,0.007,0.016,0.035,0.011,
2135,11560447,0.528,ev,,,,,,,,,,,
2136,11564013,1.751,sp,1.737,1.447,,,,,,,,,
2137,11566174,0.277,ev,,,,,,,,,,,
2138,11568987,15.96,sp,13.261,0.672,,,,,,,,,
2139,11599264,8.428,np,8.439,0.38,,,,,,,,,a
2140,11604958,0.299,ev,,,,,,,,,,,
2141,11612091,0.454,ev,,,,,,,,,,,
2142,11615481,65.432,np,63.792,0.759,,,,,,,,,a
2143,11616200,1.719,sp,1.716,1.392,1.697,1.7,1.782,1.788,0.148,0.269,0.064,0.04,
2144,11616594,14.588,ev,,,,,,,,,,,
2145,11618883,0.685,ev,,,,,,,,,,,
2146,11619964,10.369,np,50.716,0.271,,,,,,,,,a
2147,11652545,0.413,ev,,,,,,,,,,,
2148,11656302,22.265,np,63.344,0.297,,,,,,,,,a
2149,11656840,7.443,sp,10.401,1.233,,,,,,,,,
2150,11662440,13.639,sp,8.214,1.521,,,,,,,,,
2151,11671429,112.464,np,161.364,0.001,,,,,,,,,a
2152,11671660,8.71,ev,,,,,,,,,,,
2153,11673686,4.619,sp,4.741,1.129,4.727,4.885,,,0.043,0.069,,,
2154,11703960,0.604,ev,,,,,,,,,,,
2155,11704044,13.765,sp,19.943,0.392,19.411,20.477,,,0.042,0.1,,,
2156,11706658,1.408,sp,1.41,1.48,1.405,1.412,,,0.15,0.293,,,
2157,11717798,0.375,ev,,,,,,,,,,,
2158,11722816,0.32,ev,,,,,,,,,,,
2159,11724091,1.559,pu,,,,,,,,,,,
2160,11724210,5.746,sp,5.721,1.258,5.695,5.722,,,0.205,0.221,,,
2161,11761199,213.623,np,116.86,0.041,,,,,,,,,a
2162,11768970,15.541,np,8.889,0.803,,,,,,,,,a
2163,11769146,282.966,np,135.863,0.064,,,,,,,,,a
2164,11769739,0.252,ev,,,,,,,,,,,
2165,11774383,0.52,np,0.511,0.323,,,,,,,,,a
2166,11805075,199.84,np,12.117,0.013,,,,,,,,,a
2167,11805235,0.395,ev,,,,,,,,,,,
2168,11811454,2.275,ev,,,,,,,,,,,
2169,11817750,9.763,pu,,,,,,,,,,,
2170,11819135,1.902,ev,,,,,,,,,,,
2171,11820830,12.732,pu,,,,,,,,,,,
2172,11824222,15.841,sp,6.927,0.597,,,,,,,,,
2173,11825057,0.532,ev,,,,,,,,,,,
2174,11826400,5.889,ev,,,,,,,,,,,
2175,11853130,76.879,sp,19.759,0.584,18.806,20.429,,,0.063,0.06,,,
2176,11858541,5.674,sp,5.578,1.012,5.493,5.672,,,0.118,0.076,,,
2177,11858979,3.059,np,3.024,0.698,,,,,,,,,a
2178,11867071,3.964,sp,3.862,0.363,3.885,4.043,,,0.083,0.115,,,
2179,11869052,20.545,np,1.778,0.146,,,,,,,,,a
2180,11873166,1.469,sp,1.451,1.181,,,,,,,,,
2181,11874338,15.975,np,134.78,0.033,,,,,,,,,a
2182,11875511,67.452,sp,9.42,1.081,8.886,9.586,,,0.062,0.102,,,
2183,11906217,37.91,sp,22.232,0.796,21.64,24.313,,,0.123,0.085,,,
2184,11909686,185.954,np,189.665,0.053,,,,,,,,,a
2185,11909839,10.406,np,156.092,0.169,,,,,,,,,a
2186,11911561,8.87,sp,8.746,0.469,8.413,9.316,,,0.059,0.052,,,
2187,11913012,3.748,np,121.948,0.015,,,,,,,,,a
2188,11913071,3.748,ev,,,,,,,,,,,
2189,11922782,3.513,sp,3.617,1.108,3.476,3.511,4.031,,0.18,0.055,0.096,,
2190,11923819,33.16,pux,,,,,,,,,,,
2191,11924311,0.445,ev,,,,,,,,,,,
2192,11924426,64.713,np,64.958,0.877,,,,,,,,,a
2193,11959569,46.149,np,9.052,0.294,,,,,,,,,a
2194,11961695,1082.815,np,50.757,0.035,,,,,,,,,a
2195,11966557,60.298,np,61.157,0.868,,,,,,,,,a
2196,11967004,1.942,sp,1.921,0.634,1.906,1.923,1.941,,0.038,0.055,0.043,,
2197,11968490,1.079,sp,1.083,0.967,1.075,1.079,,,0.151,0.12,,,
2198,11968513,1.037,sp,1.042,0.546,1.026,1.031,1.038,1.044,0.037,0.029,0.101,0.036,
2199,11972387,0.328,np,14.385,0.452,,,,,,,,,a
2200,11974540,24.669,sp,5.538,0.33,5.538,5.747,,,0.009,0.007,0.054,0.054,
2201,11975363,3.518,sp,3.494,1.267,,,,,,,,,
2202,12004679,5.042,sp,5.272,0.153,5.634,5.849,,,0.029,0.019,0.012,0.012,
2203,12004834,0.262,ev,,,,,,,,,,,
2204,12010534,2.582,sp,2.575,1.459,2.53,2.536,2.595,,0.187,0.125,0.215,,
2205,12013615,8.203,sp,9.154,0.441,9.361,9.565,,,0.148,0.112,,,
2206,12016304,1.024,ev,,,,,,,,,,,
2207,12017140,22.845,np,22.518,0.728,,,,,,,,,a
2208,12019674,0.355,ev,,,,,,,,,,,
2209,12021387,241.071,np,164.859,0.019,,,,,,,,,a
2210,12022517,3.443,sp,3.392,1.227,3.366,3.385,,,0.206,0.074,,,
2211,12022718,9.255,np,17.389,0.306,,,,,,,,,a
2212,12023089,0.623,np,19.943,1.236,19.282,19.85,,,0.075,0.239,,,a
2213,12055014,0.5,ev,,,,,,,,,,,
2214,12055255,0.221,ev,,,,,,,,,,,
2215,12055517,0.61,ev,,,,,,,,,,,
2216,12062660,2.929,ev,,,,,,,,,,,
2217,12071006,6.096,ev,,,,,,,,,,,
2218,12104285,0.251,ev,,,,,,,,,,,
2219,12105785,31.953,np,63.937,0.544,,,,,,,,,a
2220,12106934,5.937,pux,,,,,,,,,,,
2221,12108333,0.705,ev,,,,,,,,,,,
2222,12109267,79.332,np,12.608,0.58,,,,,,,,,a
2223,12109575,0.532,sp,0.531,0.466,0.531,0.532,,,0.191,0.093,,,
2224,12109845,0.866,sp,0.858,1.042,0.865,0.866,,,0.437,0.749,,,
2225,12157987,0.578,ev,,,,,,,,,,,
2226,12164634,89.331,np,179.039,0.627,,,,,,,,,a
2227,12164751,2.63,ev,,,,,,,,,,,
2228,12167361,47.931,pux,,,,,,,,,,,
2229,12170648,0.599,sp,23.131,1.257,,,,,,,,,
2230,12208887,53.502,np,53.495,0.886,,,,,,,,,a
2231,12216706,1.471,ev,,,,,,,,,,,
2232,12217907,43.205,np,43.217,0.778,,,,,,,,,a
2233,12218858,0.427,ev,,,,,,,,,,,
2234,12251650,17.762,np,179.632,0.084,,,,,,,,,a
2235,12251779,14.844,np,74.276,0.224,,,,,,,,,a
2236,12253490,19.16,np,27.197,0.341,,,,,,,,,a
2237,12255382,0.999,sp,12.812,1.191,12.554,13.471,,,0.074,0.076,,,
2238,12257908,2.616,ev,,,,,,,,,,,
2239,12267718,0.545,ev,,,,,,,,,,,
2240,12268220,4.422,ev,,,,,,,,,,,
2241,12301181,6.147,np,85.821,0.231,,,,,,,,,a
2242,12302391,25.322,np,92.687,0.19,,,,,,,,,a
2243,12305537,0.362,ev,,,,,,,,,,,
2244,12306808,37.878,np,38.007,0.551,,,,,,,,,a
2245,12316447,17.908,np,16.224,0.331,,,,,,,,,a
2246,12350008,0.185,ev,,,,,,,,,,,
2247,12351927,10.116,sp,13.159,1.142,12.962,13.277,,,0.12,0.126,,,
2248,12352712,0.722,ev,,,,,,,,,,,
2249,12353720,1.953,np,1.921,0.578,,,,,,,,,a
2250,12356746,1.005,sp,1.001,1.005,1.001,1.007,,,0.215,0.093,,,
2251,12356914,27.307,np,191.116,0.699,,,,,,,,,a
2252,12365000,1.263,sp,1.267,1.585,1.257,1.264,,,0.34,0.239,,,
2253,12367310,8.627,sp,8.541,1.272,8.441,8.775,,,0.129,0.07,,,
2254,12367464,1.853,sp,1.88,1.36,1.856,1.886,1.898,1.904,0.039,0.051,0.02,0.038,
2255,12400729,0.932,sp,0.94,1.273,0.928,0.935,,,0.085,0.086,,,
2256,12404615,0.366,ev,,,,,,,,,,,
2257,12405950,3.54,ev,,,,,,,,,,,
2258,12418319,1.357,ev,,,,,,,,,,,
2259,12418662,2.752,sp,2.738,1.387,2.735,2.753,,,0.122,0.312,,,
2260,12418816,1.522,sp,1.512,1.5,,,,,,,,,
2261,12458133,0.333,ev,,,,,,,,,,,
2262,12458797,0.241,ev,,,,,,,,,,,
2263,12459731,14.181,np,164.388,0.017,,,,,,,,,a
2264,12470041,14.668,pu,,,,,,,,,,,
2265,12470530,8.207,sp,6.396,1.277,6.254,6.353,6.529,,0.057,0.048,0.202,,
2266,12470954,1.902,np,37.005,0.392,,,,,,,,,a
2267,12504988,5.094,sp,6.212,0.942,,,,,,,,,
2268,12506351,2.456,sp,2.411,1.477,2.378,2.383,,,0.257,0.114,,,
2269,12508335,42.944,np,42.992,0.006,,,,,,,,,a
2270,12553806,0.463,ev,,,,,,,,,,,
2271,12554536,0.684,ev,,,,,,,,,,,
2272,12557713,7.215,sp,8.173,1.631,8.116,8.281,,,0.38,0.14,,,
2273,12599700,1.018,sp,1.022,1.409,1.017,1.018,,,0.253,0.576,,,
2274,12643582,88.295,sp,14.937,0.988,15.28,15.89,,,0.262,0.232,,,
2275,12644769,41.078,sp,34.492,1.178,,,,,,,,,
2276,12645761,5.419,np,5.415,0.744,,,,,,,,,a
2277,12785282,0.789,ev,,,,,,,,,,,
