,TIC,period,morph,RA,DEC
3115,329770815,3.8703001,0.399,332.993255,54.641635
3116,58466459,3.8716104,0.294,201.660711,-27.140827
3117,317681251,3.8722646,0.31,56.508638,55.449813
3118,464838153,3.8729188,0.395,82.086783,3.642404
3119,270380593,3.8769908,0.238,32.781765,2.418021
3120,137516558,3.8822389,0.291,318.41456,41.985609
3121,61381436,3.8884334,0.328,287.69962,-45.621744
3122,90349611,3.8896054,0.599,301.645693,35.74063
3123,26801525,3.8966513,0.25,355.50574,51.74356
3124,378089068,3.8996152,0.4,294.772171,40.459598
3125,455509774,3.9034251,0.618,229.237071,-60.95725
3126,112098034,3.9102627,0.394,209.540417,-32.212396
3127,252890740,3.9200195,0.318,101.242928,48.811546
3128,344175457,3.9251811,0.436,108.493535,-53.498107
3129,126586580,3.9273332,0.553,116.142371,-24.674082
3130,65200579,3.9293052,0.543,53.300428,44.156894
3131,422251657,3.9300333,0.244,193.984703,8.199673
3132,413248763,3.9305684,0.288,144.006822,-21.6608
3133,116502572,3.9329568,0.553,233.867951,43.480324
3134,72605231,3.9370184,0.312,151.792,-40.471312
3135,317507345,3.9400619,0.181,351.174465,77.627102
3136,242991317,3.9531584,0.593,60.170075,12.490353
3137,83812531,3.9537503,0.559,3.677148,62.331038
3138,274602479,3.9538363,0.361,91.563498,48.370257
3139,177283727,3.95617,0.28,102.625936,-73.760742
3140,115115136,3.9569949,0.414,316.796107,-39.766323
3141,368779536,3.9570861,0.324,100.288688,39.848213
3142,470975994,3.9596193,0.346,110.972084,49.917535
3143,90911675,3.962421,0.448,277.33998,-47.968774
3144,38588414,3.9642364,0.264,56.815092,-11.075091
3145,394585218,3.9642829,0.297,341.024978,-65.765301
3146,458387660,3.9644119,0.175,117.236332,48.645181
3147,232030067,3.9690316,0.471,96.316945,-43.786637
3148,259701720,3.972003,0.528,74.373783,-52.146056
3149,229503517,3.9757512,0.345,296.882982,61.166538
3150,279569718,3.9794037,0.353,105.940236,-57.640602
3151,279569707,3.9794091,0.384,105.968002,-57.629166
3152,144539611,3.9809609,0.23,52.345313,-24.10086
3153,272086869,3.9826984,0.193,115.674264,-72.53147
3154,91369561,3.9831064,0.552,312.56828,-42.217944
3155,53713272,3.9897025,0.341,18.120491,60.223099
3156,5205367,3.9928126,0.485,269.529078,15.139419
3157,285233646,3.9994108,0.403,12.41474,60.75908
3158,3311888,4.0010398,0.72,82.427636,35.375016
3159,427041696,4.0051767,0.473,305.014121,33.943058
3160,323727556,4.0073128,0.558,137.701773,-79.358605
3161,231275247,4.0079017,0.445,41.835439,-51.452888
3162,145586291,4.0167459,0.347,122.843205,-34.414923
3163,344031627,4.0184211,0.727,286.242097,-58.301722
3164,207397638,4.0201743,0.519,241.738817,55.437101
3165,24972851,4.0217397,0.336,142.714781,-32.572648
3166,16316642,4.0218798,0.758,307.613757,41.223647
3167,264537668,4.0307037,0.253,81.520205,4.859835
3168,408512382,4.0317118,0.272,194.653938,-21.713253
3169,373702832,4.0339349,0.32,27.813494,65.393036
3170,240154683,4.0379616,0.495,101.538031,34.414666
3171,4254645,4.0387948,0.535,81.11924,-2.397139
3172,176854066,4.0462111,0.486,354.703052,44.412586
3173,31107108,4.0481965,0.644,76.362418,-67.720422
3174,149833117,4.0524213,0.246,104.628533,67.677294
3175,148274098,4.0532497,0.636,101.427657,-37.830518
3176,137310514,4.0534101,0.408,291.494198,35.914944
3177,38937499,4.0555582,0.113,10.300196,-68.457872
3178,345170707,4.0571153,0.312,281.243517,-74.202873
3179,80025900,4.0582743,0.302,121.009795,-46.339543
3180,256865831,4.0605257,0.25,301.632195,62.545887
3181,362791996,4.0629365,0.362,295.639074,23.320822
3182,139460937,4.0635072,0.276,39.078719,40.20484
3183,408937625,4.064631,0.618,79.58778,36.632046
3184,271877841,4.0749389,0.375,295.804564,47.670907
3185,16805628,4.0757598,0.233,141.857766,39.428753
3186,238917338,4.0758373,0.633,94.187983,-48.715083
3187,375422201,4.075987,0.477,315.882138,59.430669
3188,286355915,4.0760526,0.41,37.893261,34.368916
3189,375422201,4.0768471,0.387,315.882138,59.430669
3190,32759110,4.0770359,0.128,86.241388,-24.936031
3191,38677487,4.0809305,0.343,57.75224,-7.098618
3192,30816076,4.0831801,0.265,287.522925,-35.3227
3193,279323519,4.0927845,0.332,104.402933,-58.601254
3194,284990199,4.0937214,0.384,295.77298,24.820695
3195,199010369,4.0990887,0.26,333.317507,43.957905
3196,121121622,4.1007475,0.493,287.164846,39.376939
3197,459190726,4.108026,0.35,179.382053,37.163211
3198,417885833,4.1165062,0.162,64.190438,38.140336
3199,168191566,4.1187613,0.568,101.475776,-3.777866
3200,100917608,4.1237901,0.447,32.259746,-37.349184
3201,147102369,4.1270975,0.332,124.800551,-30.429638
3202,308184924,4.1284274,0.311,130.43374,-69.785446
3203,2236015,4.1346604,0.373,79.578733,33.767367
3204,292607284,4.1384108,0.294,32.93019,45.760657
3205,269077015,4.1437883,0.657,75.408173,2.907003
3206,92359850,4.1499585,0.395,52.225592,-19.979769
3207,1202347,4.1505025,0.354,131.278341,-27.919516
3208,271924412,4.1506128,0.377,126.193107,-28.062402
3209,356064345,4.1513337,0.585,257.876353,23.236686
3210,355601117,4.1519578,0.489,357.668539,-57.50597
3211,369506001,4.1529469,0.272,192.297066,-60.956336
3212,158150633,4.156442,0.276,162.132537,-38.902277
3213,11748495,4.1615575,0.514,129.009904,-34.211172
3214,420757505,4.1659314,0.403,67.175376,79.701928
3215,389761749,4.1720461,0.771,23.154013,61.969897
3216,35101462,4.1729015,0.21,35.417581,-14.786705
3217,335995445,4.1735463,0.341,333.356243,62.534431
3218,172224309,4.1737535,0.794,98.266278,35.208226
3219,333247721,4.1739304,0.466,99.845303,-16.12449
3220,101462,4.1739815,0.166,222.057654,-24.613206
3221,27312189,4.1779073,0.259,294.864505,52.647452
3222,142979644,4.1790314,0.11,181.736374,70.130968
3223,141268467,4.1810902,0.337,82.513278,-76.248708
3224,124106762,4.1869104,0.358,103.90634,-8.100017
3225,198555959,4.1920513,0.266,238.048481,64.883468
3226,103566595,4.1944503,0.844,68.377832,72.528607
3227,272357134,4.1969492,0.497,119.479638,-73.473079
3228,256368884,4.1991759,0.508,298.362676,60.867971
3229,49671442,4.2026197,0.3,95.704181,-26.790052
3230,170735592,4.2029176,0.537,298.476038,41.079938
3231,126446153,4.2102754,0.581,116.013307,-27.826584
3232,12672792,4.2116316,0.576,304.885096,38.731655
3233,450918869,4.2247759,0.384,187.274919,-62.466694
3234,92743594,4.2253213,0.307,129.001624,-53.615113
3235,378885645,4.2261769,0.592,180.609886,-61.057177
3236,427147238,4.2262696,0.529,321.489018,65.261491
3237,38125059,4.2299211,0.36,137.152548,-25.839497
3238,342332827,4.2304675,0.689,326.594131,56.91717
3239,121124831,4.2308781,0.435,287.176108,38.433493
3240,48450535,4.233826,0.233,284.761906,48.609878
3241,219016721,4.2348652,0.688,223.499407,68.086534
3242,167812449,4.2356768,0.141,104.782441,-61.840066
3243,339566276,4.2403186,0.646,253.481698,-41.880971
3244,279087522,4.2407153,0.373,102.558403,-54.995317
3245,278683641,4.2418211,0.314,99.24557,-58.460168
3246,141333573,4.2473074,0.378,83.79734,-77.713331
3247,325205605,4.2484918,0.4,355.571714,-69.906796
3248,276935987,4.2507272,0.663,83.700445,-69.71014
3249,276935996,4.2508447,0.655,83.6795,-69.710866
3250,31961007,4.2537236,0.259,54.956952,-68.405361
3251,301247295,4.2558821,0.441,255.089583,-69.562645
3252,11799872,4.2578574,0.364,102.053425,55.704485
3253,11799874,4.2579273,0.366,102.051218,55.704193
3254,160618494,4.2618619,0.205,246.347365,74.927613
3255,295111026,4.2633465,0.544,302.987567,48.117636
3256,441804674,4.2699202,0.777,266.045478,72.050777
3257,118389230,4.2744394,0.756,36.894931,28.975076
3258,57652994,4.2785301,0.367,173.761947,-30.724535
3259,173797509,4.2790406,0.264,349.885657,45.925547
3260,307085577,4.2812441,0.596,123.43761,-67.930523
3261,42244951,4.2820417,0.6,302.190718,37.237043
3262,331183881,4.283982,0.254,214.241299,-49.945102
3263,287234729,4.2904944,0.357,325.932094,34.419397
3264,270742379,4.2905344,0.701,132.057907,-44.872779
3265,396300606,4.2923404,0.672,2.27022,58.280012
3266,303427297,4.2973723,0.193,164.189807,-57.755857
3267,268529943,4.3035024,0.331,14.495631,-19.829852
3268,11756637,4.3064103,0.191,90.614868,-1.316936
3269,271241950,4.3080395,0.39,353.982321,64.81998
3270,173038281,4.3080481,0.164,102.275034,-27.349556
3271,165456443,4.3139651,0.301,179.964097,-36.148272
3272,341327281,4.3183028,0.248,324.966153,55.550151
3273,308015513,4.3257042,0.163,149.845486,27.397745
3274,292013448,4.3281368,0.403,279.415102,-42.955504
3275,308085294,4.3329138,0.807,129.810156,-69.273916
3276,346934659,4.3335584,0.867,0.969302,57.37828
3277,86081744,4.3388449,0.331,60.693134,70.248306
3278,342694097,4.3433237,0.647,254.468561,-37.996569
3279,8592033,4.3435903,0.629,248.022998,30.386017
3280,357133493,4.3438508,0.196,145.042375,50.43969
3281,229481183,4.3444946,0.263,295.875143,65.048882
3282,156921656,4.3493176,0.549,109.195249,41.98343
3283,402447670,4.3536788,0.868,168.705899,-70.360465
3284,126763885,4.3573928,0.304,316.214501,-46.326206
3285,16288184,4.3596973,0.471,253.76889,-28.71056
3286,232612416,4.3601328,0.197,259.023619,63.105956
3287,63459761,4.3633096,0.387,308.525065,41.135869
3288,298008052,4.363359,0.425,308.436768,27.388769
3289,392113518,4.3636178,0.393,174.302976,-67.411157
3290,63459761,4.3638776,0.054,308.525065,41.135869
3291,445074203,4.3690689,0.192,198.530603,25.358835
3292,267195931,4.3701553,0.424,93.421289,-40.519505
3293,260192157,4.3718388,0.316,93.318085,-55.678348
3294,149573659,4.373719,0.175,86.612315,-61.699475
3295,281341249,4.3811449,0.467,110.219682,-21.575063
3296,125501325,4.3837501,0.211,105.852325,-10.704536
3297,380645083,4.3886488,0.171,285.206304,-34.880285
3298,78055054,4.3887454,0.241,80.538198,-30.970836
3299,335564109,4.3894303,0.237,117.388968,61.559524
3300,448727889,4.3914487,0.841,213.005347,-70.175217
3301,347545091,4.3938962,0.569,44.840374,3.275787
3302,437297176,4.3960301,0.544,191.472835,-22.630377
3303,233679640,4.3980286,0.66,260.336652,60.058201
3304,146597035,4.4001488,0.304,77.772272,-21.49838
3305,404804908,4.4140873,0.203,84.763423,-70.902839
3306,27844498,4.4214428,0.676,296.490673,50.905861
3307,436592342,4.4219884,0.418,71.581853,12.744782
3309,237944385,4.4250091,0.163,101.227315,-48.707797
3310,452563490,4.4276236,0.523,307.830086,25.014088
3311,322262620,4.42779,0.242,325.3396,69.692808
3312,349154435,4.4321625,0.192,108.180247,-62.016512
3313,88380001,4.4332324,0.147,44.790923,-25.233077
3314,152223725,4.4361742,0.542,312.2795,-33.731793
3315,121604042,4.4423249,0.183,288.472144,40.087662
3316,83113607,4.4437807,0.381,188.320909,-20.842716
3317,421718004,4.4465728,0.553,324.761631,54.96717
3318,384654908,4.4531601,0.588,48.148094,59.919697
3319,149990841,4.453184,0.165,90.662314,-64.819485
3320,17206122,4.4532299,0.26,146.212061,41.264132
3321,167554898,4.4537006,0.367,101.3158,-61.091511
3322,64366964,4.459427,0.638,338.026275,53.959122
3323,260609205,4.4617534,0.433,97.453931,-57.254841
3324,350480660,4.4638235,0.302,85.964451,-57.163501
3325,346338553,4.465494,0.226,344.441338,38.674222
3326,275259749,4.4672314,0.448,11.412809,74.988071
3327,232185093,4.4691554,0.185,91.381273,5.966188
3328,240962482,4.4744608,0.262,18.995662,52.777787
3329,66646031,4.4780699,0.911,38.767513,-17.289538
3330,135085261,4.4868623,0.35,184.718176,19.985468
3331,341258182,4.4899092,0.433,254.021732,-40.349327
3332,470677450,4.4931565,0.413,296.554527,86.002104
3333,272822330,4.5013345,0.367,356.574699,62.025946
3334,219707463,4.507086,0.181,136.59349,68.445146
3335,50758245,4.5147347,0.561,126.821951,-6.409715
3336,353939279,4.527293,0.737,272.315131,58.017399
3337,468887783,4.5294335,0.305,56.676119,9.907835
3338,76923707,4.5304746,0.202,352.171959,-34.491399
3339,9727392,4.5345679,0.376,358.444731,-10.884973
3340,126232983,4.5363155,0.301,121.215375,27.822951
3341,379376585,4.5407451,0.612,30.155616,69.122763
3342,455769191,4.5426236,0.339,359.740868,40.792187
3343,142308209,4.5518823,0.363,193.420723,63.60321
3344,391902612,4.5521502,0.524,106.56805,-76.839271
3345,274039311,4.5541186,0.142,48.652121,2.75455
3346,264592553,4.5552015,0.329,80.708353,3.544438
3347,26273760,4.557467,0.275,153.687918,-7.225988
3348,159644070,4.5641925,0.623,291.245089,47.24926
3349,278678404,4.5662046,0.331,307.9321,50.870366
3350,456609929,4.5671749,0.273,282.351744,-59.420591
3351,185403173,4.5730357,0.55,301.741379,46.299485
3352,458259927,4.5840432,0.801,159.531909,-59.772213
3353,180412528,4.5870046,0.16,11.3509,-77.8688
3354,284909275,4.5972204,0.385,82.374954,6.414364
3355,252906811,4.5989011,0.616,104.412065,49.864978
3356,259967623,4.5992459,0.532,319.002773,64.536736
3357,375599392,4.600865,0.24,334.615983,69.86114
3358,79492099,4.6034924,0.3,321.805054,-52.765529
3359,309720946,4.6071355,0.427,213.290364,53.631931
3360,350141132,4.6089439,0.359,115.605956,-61.640906
3361,75969405,4.6107416,0.306,226.701238,-35.082625
3362,425206121,4.611214,0.341,111.509542,7.615782
3363,347329162,4.6169803,0.27,183.366212,23.055675
3364,28159019,4.619043,0.5,297.315383,49.706057
3365,48335665,4.6274812,0.698,148.448394,-34.575589
3367,198242678,4.6297902,0.507,249.766583,60.69966
3368,22538139,4.6328668,0.321,107.664978,-41.265095
3369,316633520,4.6419811,0.535,263.762739,24.563026
3370,306130391,4.6452833,0.402,179.153343,-63.788609
3371,269450900,4.6501858,0.379,292.195287,-36.00026
3372,258839862,4.6539954,0.534,197.730326,-45.978085
3373,248111238,4.6551796,0.347,193.560059,-46.590873
3374,64904640,4.6638539,0.322,322.580235,48.70192
3375,336823975,4.6642856,0.292,335.123831,62.923709
3376,317839169,4.6688711,0.329,353.756487,72.78786
3377,219033506,4.6692844,0.594,206.914474,51.809647
3378,286358203,4.6699278,0.488,38.059596,30.577177
3379,74528318,4.670058,0.215,137.657215,-43.082225
3380,320333641,4.6706765,0.267,237.387193,25.460209
3381,343127696,4.6721493,0.652,334.525854,55.904338
3382,63820329,4.6765443,0.729,308.744918,41.604822
3383,101546875,4.6840246,0.299,129.682234,31.411349
3384,423530755,4.6843069,0.242,185.309022,-20.708013
3385,363933313,4.6866172,0.194,251.329601,-71.051105
3386,39065113,4.6892054,0.32,139.112742,36.979258
3387,164458426,4.6932624,0.398,283.166315,45.403027
3388,133701671,4.6955429,0.235,229.684493,-48.906706
3389,426541180,4.6975343,0.199,244.930269,-72.214794
3390,164781045,4.7038964,0.372,284.704525,46.378788
3391,337544122,4.7077619,0.161,336.781922,61.19927
3392,266920154,4.7083128,0.434,306.049536,48.923915
3393,48476907,4.7132565,0.224,150.152921,-34.68195
3394,62573638,4.7160152,0.373,133.743263,-3.555583
3395,191463077,4.7185237,0.343,11.046911,46.23571
3396,601366244,4.7185238,0.343,11.046934,46.235557
3397,470085533,4.7201558,0.158,326.592967,80.089879
3398,359390362,4.7256503,0.492,261.922142,27.750952
3399,21639186,4.7297276,0.467,180.385815,-44.14798
3400,55092869,4.7380948,0.494,161.70725,-9.399026
3401,80929740,4.738775,0.321,121.269207,57.853211
3402,23555025,4.7456775,0.346,169.035646,-32.65212
3403,40378419,4.7460209,0.53,301.066274,38.128748
3404,332202405,4.7492496,0.365,120.352674,-12.793262
3405,149319411,4.7521262,0.366,115.949333,-32.122526
3406,120896927,4.7565589,0.334,36.868242,-27.635206
3407,417497545,4.7586296,0.575,323.504987,49.933178
3408,141708335,4.7603435,0.251,90.457528,-77.298826
3409,31810287,4.7615506,0.233,136.650889,-47.069566
3410,142618244,4.7796864,0.236,170.601805,73.075515
3411,357911163,4.7818281,0.236,192.89317,-79.0259
3412,301980639,4.7830501,0.211,329.637162,-21.682247
3413,275051466,4.7850357,0.277,323.096219,37.548292
3414,180570279,4.7980204,0.533,197.653783,35.934885
3415,382188882,4.8000945,0.161,81.352983,-55.019901
3416,279462605,4.8024494,0.322,79.630288,68.41085
3417,359588615,4.804392,0.993,280.04872,55.344705
3418,172422394,4.8085483,0.417,299.719783,40.903943
3419,124282575,4.8103945,0.314,197.380949,-34.032682
3420,149566964,4.8135852,0.281,195.414146,23.141857
3421,300871545,4.8170762,0.197,117.65759,-70.533604
3422,265613590,4.8180133,0.33,333.160628,-54.290875
3423,441567967,4.8224338,0.56,108.998932,73.322414
3424,318512022,4.8242518,0.291,173.311649,-63.752224
3425,394881270,4.8312879,0.65,324.943626,48.539969
3426,148611095,4.8374698,0.146,165.214805,-7.268897
3427,81609273,4.8387759,0.75,123.400639,-46.991624
3428,308307606,4.8400269,0.306,120.199962,-60.865682
3429,13062697,4.8487676,0.784,75.58056,-29.586287
3430,16728252,4.8506288,0.541,307.793942,41.531516
3431,274347939,4.8534171,0.291,300.580751,39.9191
3432,272843045,4.8559205,0.313,296.993403,47.146651
3433,13974582,4.8607921,0.334,305.738536,38.306829
3434,160104585,4.8618817,0.29,322.018241,32.940096
3435,200921621,4.8641013,0.583,54.523055,36.140992
3436,155669153,4.8729679,0.569,69.0145,41.8628
3437,258923466,4.8741958,0.279,288.667987,71.513121
3438,28230919,4.8880424,0.227,297.709364,48.08086
3439,38494096,4.8944544,0.522,255.344499,-32.622003
3440,113098812,4.8960145,0.287,292.68446,24.93026
3441,406681360,4.9015088,0.336,359.374303,73.339137
3442,352165018,4.9045156,0.459,305.252878,49.205232
3443,164681172,4.9053187,0.226,24.566617,-21.077368
3444,8624617,4.9057067,0.602,248.281874,33.523759
3445,427385758,4.9085288,0.589,344.447138,68.40723
3446,308851582,4.9124269,0.193,122.586232,-63.740337
3447,279202406,4.9216633,0.534,25.526709,70.727616
3448,115693377,4.9279264,0.238,6.818848,-41.571579
3449,315777423,4.9319438,0.535,321.096886,56.361561
3450,444801274,4.9330363,0.521,25.479149,64.342539
3451,26489741,4.9334845,0.388,291.699777,50.145495
3452,17468122,4.933897,0.26,242.788607,35.128829
3453,264301570,4.9355505,0.286,295.99506,66.618876
3454,187930369,4.9365603,0.293,159.278932,-25.57159
3455,55602946,4.9386468,0.313,73.253526,-63.33596
3456,399860444,4.9411561,0.163,286.808491,49.316414
3457,417585921,4.9419625,0.541,0.086023,60.995312
3458,270421262,4.9428087,0.316,349.492067,-24.62407
3459,151587650,4.9516489,0.946,88.364017,-43.5587
3460,312353805,4.9518994,0.306,88.625874,31.162302
3461,255548311,4.9638409,0.163,95.486023,-50.925678
3462,258314976,4.9662683,0.437,182.224169,-44.325989
3463,216995338,4.974134,0.217,259.602945,-47.817442
3464,33742428,4.9782121,0.519,93.161709,-16.81011
3465,461713146,4.9792349,0.59,59.742184,-17.229589
3466,404103665,4.9806174,0.321,322.98382,61.500113
3467,242843658,4.9812382,0.22,9.335342,22.345826
3468,309350921,4.982654,0.24,137.017363,-85.01752
3469,405526704,4.9948694,0.673,234.432501,57.113713
3470,29847695,4.9983914,0.283,23.58084,-8.457809
3471,242799145,5.0017653,0.254,8.779113,22.191744
3472,409056401,5.0056136,0.261,79.819264,38.596587
3473,252788517,5.0081903,0.282,348.48989,52.796254
3474,148612685,5.0101293,0.179,165.344374,-11.898994
3475,167526485,5.0114962,0.547,100.513888,-60.67028
3476,9433212,5.013448,0.2,73.546816,-9.498161
3477,25354620,5.0180904,0.165,328.310773,-22.902816
3478,106470229,5.0203952,0.247,159.601989,-37.83833
3479,425549135,5.0206961,0.211,286.089698,-34.197474
3480,470391356,5.0255956,0.479,65.353357,52.950109
3481,166773165,5.0316864,0.238,318.256575,38.959231
3482,397100292,5.0355131,0.3,38.641955,84.102724
3483,295885511,5.0547566,0.475,171.899657,-70.126357
3484,173432542,5.0551084,0.569,112.050978,-35.947768
3485,167717848,5.064015,0.657,80.690408,-39.285038
3486,460820330,5.0739877,0.199,219.392246,-31.63459
3487,331532483,5.0742671,0.64,330.378087,43.890456
3488,268482699,5.0841848,0.373,299.073874,44.431661
3489,390661644,5.0860805,0.524,43.642518,61.425173
3490,376162807,5.1002498,0.642,338.104495,67.150688
3491,409343223,5.1106354,0.316,190.671587,20.989854
3492,445879719,5.1167271,0.499,234.512632,29.487211
3493,78740218,5.1192821,0.235,103.111903,-22.310099
3494,441641972,5.1251466,0.168,209.806889,56.24544
3495,349907707,5.1331502,0.647,114.105217,-61.873852
3496,319863494,5.135475,0.124,109.479555,-32.793158
3497,269852699,5.136511,0.262,69.883984,-79.727419
3498,265614546,5.137673,0.226,94.688489,2.349695
3499,97908039,5.1397073,0.6,199.249475,-26.254461
3500,454013359,5.147686,0.345,175.300784,-37.79156
3501,26568753,5.1477775,0.213,354.826274,52.107352
3502,345324572,5.1572434,0.381,355.47693,59.876729
3503,238626074,5.1580315,0.188,12.848366,45.311695
3504,353854078,5.16969,0.594,271.141173,58.398418
3505,120826158,5.179905,0.321,286.362429,37.026099
3506,318825030,5.1848468,0.266,173.333774,-60.432783
3507,229975095,5.1853753,0.272,290.047325,60.540418
3508,387562256,5.1861841,0.305,312.652502,67.703017
3509,55222619,5.196159,0.207,163.330296,-10.754672
3510,55222620,5.1962117,0.21,163.330745,-10.753521
3511,197766143,5.2059361,0.551,327.09508,-54.762323
3512,377912676,5.2150825,0.78,294.356182,41.777207
3513,233650330,5.218655,0.249,228.913346,46.649612
3514,365936982,5.221787,0.232,180.182831,77.083396
3515,438071843,5.2415016,0.311,95.641293,14.741731
3516,330998582,5.2586207,0.43,310.274892,21.22905
3517,365203184,5.2611036,0.18,204.599487,4.661101
3518,102841799,5.2629645,0.495,127.394945,66.000324
3519,155114483,5.2652557,0.234,345.748384,44.564887
3520,50528312,5.273489,0.169,81.930501,-3.995294
3521,146559012,5.2819523,0.21,77.517795,-23.67798
3522,91961,5.2826248,0.175,221.698,-23.9199
3523,66509654,5.289573,0.224,109.424749,-23.991268
3524,339185356,5.2903608,0.195,290.5774,15.301541
3525,21184505,5.2919898,0.876,128.852687,12.011641
3526,24077469,5.2959861,0.297,240.56476,37.178308
3527,144695651,5.2978379,0.352,84.943984,8.184094
3528,236973844,5.2980308,0.401,304.903031,62.257443
3529,272368236,5.3044546,0.693,296.408203,44.963742
3530,170749770,5.3055493,0.444,68.244971,-33.496643
3531,45599777,5.3135877,0.22,148.826155,-39.883044
3532,166090445,5.3246121,0.129,215.206358,60.826345
3533,91542943,5.3266949,0.17,43.825022,-33.745682
3534,63074282,5.3318272,0.408,291.990985,45.234145
3535,403153647,5.3377447,0.277,336.838303,-58.000626
3536,348670544,5.3638852,0.651,35.707683,57.511715
3537,267556582,5.3758893,0.56,311.649847,54.876486
3538,96106862,5.3797936,0.161,147.206069,-8.493452
3539,48507019,5.3953039,0.297,285.216206,49.089462
3540,258177999,5.3968072,0.207,239.570451,24.648037
3541,394508465,5.4021729,0.469,200.719078,-72.146722
3542,326374705,5.4051507,0.631,331.801706,52.635683
3543,137341354,5.4072775,0.266,291.718105,41.389963
3544,351336681,5.4182627,0.241,301.193103,-61.248409
3545,321947833,5.4212965,0.6,175.705343,-62.565273
3546,309146836,5.4279442,0.255,123.816374,-62.915643
3547,143848624,5.4320497,0.329,119.014867,-42.860494
3548,453785266,5.4400952,0.343,199.183622,-46.002118
3549,408310006,5.4435063,0.275,144.875359,-20.982466
3550,150300654,5.4498972,0.366,95.378897,-60.579506
3551,231714759,5.4613059,0.524,352.592703,-58.426281
3552,320913313,5.4687886,0.251,300.280994,-55.311785
3553,382069441,5.4786639,0.615,79.673931,-58.070589
3554,382069435,5.4878834,0.579,79.656539,-58.05327
3555,278956474,5.4880499,0.314,101.421861,-57.138088
3556,283640314,5.5054613,0.422,348.399909,56.738111
3557,302668828,5.5076989,0.25,163.254393,57.702219
3558,289597948,5.5129009,0.241,131.758108,-15.201013
3559,470124714,5.5193943,0.171,330.562911,81.542033
3560,157273321,5.5201001,0.535,198.726863,59.295668
3561,206439308,5.5270087,0.226,330.550558,-19.560146
3563,423987361,5.5332324,0.141,235.841925,-63.664208
3564,470208013,5.5430262,0.34,339.920208,78.083945
3565,63370066,5.5541695,0.262,292.631124,42.180775
3566,306362738,5.5634778,0.209,91.089473,-16.965308
3567,300104749,5.5777022,0.263,208.11207,-60.585478
3568,63579446,5.5828949,0.382,105.493898,-25.531935
3569,164552564,5.5889647,0.466,283.607321,43.004158
3570,257241363,5.5904852,0.222,112.018135,30.322403
3571,388086679,5.5922027,0.298,120.96725,6.323493
3572,3921749,5.6112212,0.175,11.833318,-6.442636
3573,193948188,5.6181129,0.272,228.999156,50.527599
3574,117739806,5.6203686,0.224,96.203869,-31.86449
3575,374366829,5.6234927,0.164,162.711341,0.528374
3576,22818693,5.6296634,0.128,203.781418,41.084166
3577,181159386,5.6316349,0.44,174.30287,-38.307201
3578,61135882,5.6402419,0.233,286.995075,-45.957331
3579,441690583,5.6463928,0.288,212.623785,54.912869
3580,407584737,5.6505968,0.194,352.773811,-74.134521
3581,261332760,5.6727335,0.304,92.193945,-78.256537
3582,326812358,5.6758097,0.404,22.471348,42.627805
3583,234518605,5.6784598,0.266,14.512348,-62.239507
3584,217059369,5.6820851,0.679,259.614166,-42.982083
3585,19193162,5.6916577,0.384,123.798256,-6.315023
3586,337886863,5.6924883,0.55,337.323052,65.113324
3587,229616860,5.6932747,0.158,278.626241,73.428327
3588,143117999,5.7007498,0.189,93.766204,-8.627154
3589,30313682,5.7273674,0.422,74.190626,-66.890927
3590,134522557,5.7275413,0.294,122.369322,-38.85813
3591,425166925,5.7282944,0.595,111.265143,6.647276
3592,260536927,5.729652,0.335,96.948218,-59.215777
3593,365956683,5.7311592,0.552,276.04683,-63.948644
3594,50743469,5.7344094,0.574,83.001666,-0.299087
3595,318573150,5.7404517,0.386,111.661425,2.75597
3596,290476605,5.7442589,0.158,139.166575,0.729039
3597,66572840,5.7569119,0.306,37.662334,-12.898099
3598,150282779,5.7593793,0.588,117.320703,-35.789933
3599,299135660,5.7698052,0.337,21.943925,-10.901582
3600,160648169,5.7749844,0.369,323.192965,35.765323
3601,266394699,5.7755444,0.417,60.84216,48.840856
3602,178352046,5.7768236,0.339,61.8235,-23.6447
3603,138430438,5.7768454,0.327,293.896392,41.831763
3604,49701947,5.7779484,0.176,95.797635,-27.72914
3605,172933154,5.7872723,0.22,129.006132,30.018013
3606,124950413,5.7898897,0.219,105.117405,-10.371745
3607,128721058,5.791456,0.337,339.908057,41.395892
3608,30993392,5.7945445,0.289,201.075711,-37.283711
3609,311035838,5.7994855,0.203,206.094141,48.028668
3610,272489351,5.800498,0.35,296.49358,44.052318
3611,383427491,5.8005723,0.462,195.493383,-87.665628
3612,167304040,5.8191329,0.346,98.007507,-67.843945
3613,343757299,5.8192347,0.26,273.218639,-74.286612
3614,434395855,5.8217521,0.279,93.885852,17.313254
3615,300903537,5.8232216,0.214,321.546688,-28.880582
3616,339568213,5.8232942,0.576,253.541923,-41.82504
3617,455463415,5.852051,0.349,229.152874,-60.904
3619,278289141,5.8672921,0.375,112.670274,-81.378437
3620,409934687,5.8727135,0.403,302.832231,-71.667351
3621,123153249,5.8784238,0.674,114.057523,-44.957625
3622,141124793,5.887035,0.266,80.256095,-72.848399
3623,303351921,5.8898076,0.713,308.365502,50.683356
3624,320054835,5.8991823,0.404,293.677761,-54.198407
3625,410578942,5.9026635,0.583,176.924399,-68.986174
3626,279640088,5.9268456,0.369,85.724637,-6.796165
3627,258777137,5.9294398,0.196,286.747399,71.712302
3628,98658304,5.9307456,0.171,8.935069,-22.743141
